ICODE,INAME,INAME1,OICODE,FICODE,IGCODE,UNIT,AQTY,QTY,FQTY,FAMT,SCHNO,SCHTYPE,RATE,SRATE,IVAL,IAMT,INVNO,DINVNO,PCODE,NAME,PCODEC,ARCODE,CATCD,DATE,IO,DESC,DBC,NT,TYCODE,DUM_INVNO,USER,CDATE,TIME,VAT,AVAT,PRODID,VATAMT,AVATAMT,DPCODE,PRINTED
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2216,,R0020,,ISLTX,N01,,06-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:50:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2221,,R0019,,ISLTX,N01,,06-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:52:20,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2220,,S0045,,ISLTX,N01,SS,08-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:52:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2223,,J0014,,ISLTX,N01,PR,09-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:52:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2208,,A0014,,ISLTX,N01,CT,10-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:06:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2262,,H0035,,ISLTX,M01,H1,11-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:57:45,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2265,,P0015,,ISLTX,N01,PR,11-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:59:01,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2404,,D0017,,ISLTX,N01,PR,12-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:43:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2274,,K0013,,ISLTX,P01,,13-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:59:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2281,,N0007,,ISLTX,N01,CT,13-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:01:06,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2282,,G0010,,ISLTX,V01,ST,13-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:01:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2283,,M0020,,ISLTX,M01,SS,13-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:01:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2284,,J0010,,ISLTX,N01,ST,13-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:22:44,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2288,,S0043,,ISLTX,,,14-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:23:38,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/2290,,B0004,,ISLTX,N01,PR,14-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:23:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2292,,K0012,,ISLTX,N01,PR,14-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:23:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2293,,M0022,,ISLTX,N01,ST,14-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:23:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/2240,,D0017,,ISLTX,N01,PR,15-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:54:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2296,,D0022,,ISLTX,N01,PR,15-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:24:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2302,,R0019,,ISLTX,N01,,17-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:25:39,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2306,,D0014,,ISLTX,D02,PR,17-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:26:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2308,,H0034,,ISLTX,D02,PR,17-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:26:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2309,,H0035,,ISLTX,M01,H1,17-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:26:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2332,,K0009,,ISLTX,N01,KI,18-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:29:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2333,,P0011,,ISLTX,D02,PR,18-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:29:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2269,,P0011,,ISLTX,D02,PR,19-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:59:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2321,,H0034,,ISLTX,D02,PR,19-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:27:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2322,,M0020,,ISLTX,M01,SS,19-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:27:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2330,,J0014,,ISLTX,N01,PR,20-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:28:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2331,,D0017,,ISLTX,N01,PR,20-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:28:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2304,,S0045,,ISLTX,N01,SS,21-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:25:52,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2307,,N0007,,ISLTX,N01,CT,21-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:26:06,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2335,,S0045,,ISLTX,N01,SS,21-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:29:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2338,,B0004,,ISLTX,N01,PR,22-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:30:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2340,,D0022,,ISLTX,N01,PR,22-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:30:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2341,,H0036,,ISLTX,D02,BR,22-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:30:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2343,,N0009,,ISLTX,D02,PR,22-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:30:51,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2315,,R0019,,ISLTX,N01,,23-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:26:39,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2327,,N0007,,ISLTX,N01,CT,23-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:28:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2348,,P0015,,ISLTX,N01,PR,24-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:31:19,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2350,,B0018,,ISLTX,N01,PR,24-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:31:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2367,,H0028,,ISLTX,N01,PR,24-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:38:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2368,,O0005,,ISLTX,N01,ST,24-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:38:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2345,,M0022,,ISLTX,N01,ST,25-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:31:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2353,,F0009,,ISLTX,M01,PR,25-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:35:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2317,,K0012,,ISLTX,N01,PR,26-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:27:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2320,,H0035,,ISLTX,M01,H1,26-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:27:47,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2347,,N0007,,ISLTX,N01,CT,26-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:31:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2323,,M0031,,ISLTX,M01,,27-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:27:58,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2318,,S0047,,ISLTX,M01,PR,28-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:27:39,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2399,,S0051,,ISLTX,N01,PR,28-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:42:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2402,,D0022,,ISLTX,N01,PR,28-02-13,O,,SALE,,VATIC,,TEM,24-03-13,12:42:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2362,,S0056,,ISLTX,,,01-03-13,O,,SALE,,VATIC,,TEM,24-03-13,12:37:51,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2405,,K0012,,ISLTX,N01,PR,01-03-13,O,,SALE,,VATIC,,TEM,25-03-13,09:54:06,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2406,,S0056,,ISLTX,,,01-03-13,O,,SALE,,VATIC,,TEM,24-03-13,12:42:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2354,,S0054,,ISLTX,N01,PR,03-03-13,O,,SALE,,VATIC,,TEM,24-03-13,12:35:59,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2420,,H0034,,ISLTX,D02,PR,03-03-13,O,,SALE,,VATIC,,TEM,03-03-13,18:23:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2421,,P0009,,ISLTX,D02,PR,03-03-13,O,,SALE,,VATIC,,TEM,03-03-13,18:24:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2397,,L0004,,ISLTX,N01,ST,04-03-13,O,,SALE,,VATIC,,TEM,24-03-13,12:42:01,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2417,,N0007,,ISLTX,N01,CT,06-03-13,O,,SALE,,VATIC,,TEM,03-03-13,18:40:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2418,,R0019,,ISLTX,N01,,06-03-13,O,,SALE,,VATIC,,TEM,03-03-13,18:40:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2447,,J0014,,ISLTX,N01,PR,07-03-13,O,,SALE,,VATIC,,TEM,07-03-13,12:38:37,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2449,,B0004,,ISLTX,N01,PR,07-03-13,O,,SALE,,VATIC,,TEM,07-03-13,12:39:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2451,,K0012,,ISLTX,N01,PR,07-03-13,O,,SALE,,VATIC,,TEM,07-03-13,12:41:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2455,,H0035,,ISLTX,M01,H1,07-03-13,O,,SALE,,VATIC,,TEM,07-03-13,19:33:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2457,,S0045,,ISLTX,N01,SS,07-03-13,O,,SALE,,VATIC,,TEM,14-03-13,12:25:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2460,,J0010,,ISLTX,N01,ST,07-03-13,O,,SALE,,VATIC,,TEM,07-03-13,19:44:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2463,,D0022,,ISLTX,N01,PR,08-03-13,O,,SALE,,VATIC,,TEM,08-03-13,18:30:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2464,,P0015,,ISLTX,N01,PR,08-03-13,O,,SALE,,VATIC,,TEM,08-03-13,18:32:01,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2466,,B0018,,ISLTX,N01,PR,08-03-13,O,,SALE,,VATIC,,TEM,08-03-13,18:35:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2470,,R0019,,ISLTX,N01,,08-03-13,O,,SALE,,VATIC,,TEM,08-03-13,18:38:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2396,,J0014,,ISLTX,N01,PR,10-03-13,O,,SALE,,VATIC,,TEM,24-03-13,12:41:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2400,,O0005,,ISLTX,N01,ST,10-03-13,O,,SALE,,VATIC,,TEM,24-03-13,12:42:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2478,,D0017,,ISLTX,N01,PR,10-03-13,O,,SALE,,VATIC,,TEM,11-03-13,08:39:52,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2474,,V0012,,ISLTX,N01,PR,11-03-13,O,,SALE,,VATIC,,TEM,09-03-13,20:54:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2475,,S0058,,ISLTX,N01,,11-03-13,O,,SALE,,VATIC,,TEM,09-03-13,20:54:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2482,,R0019,,ISLTX,N01,,11-03-13,O,,SALE,,VATIC,,TEM,11-03-13,12:26:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/2454,,N0007,,ISLTX,N01,CT,15-03-13,O,,SALE,,VATIC,,TEM,17-03-13,09:24:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2497,,J0014,,ISLTX,N01,PR,15-03-13,O,,SALE,,VATIC,,TEM,16-03-13,09:56:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/2498,,N0007,,ISLTX,N01,CT,15-03-13,O,,SALE,,VATIC,,TEM,15-03-13,16:53:06,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2500,,D0022,,ISLTX,N01,PR,15-03-13,O,,SALE,,VATIC,,TEM,15-03-13,15:16:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2422,,K0012,,ISLTX,N01,PR,16-03-13,O,,SALE,,VATIC,,TEM,09-03-13,15:48:40,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2496,,K0013,,ISLTX,P01,,16-03-13,O,,SALE,,VATIC,,TEM,16-03-13,09:39:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2508,,H0034,,ISLTX,D02,PR,16-03-13,O,,SALE,,VATIC,,TEM,15-03-13,18:30:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2472,,M0020,,ISLTX,M01,SS,19-03-13,O,,SALE,,VATIC,,TEM,17-03-13,09:24:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2504,,H0046,,ISLTX,N01,BR,19-03-13,O,,SALE,,VATIC,,TEM,15-03-13,18:22:40,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2505,,S0047,,ISLTX,M01,PR,19-03-13,O,,SALE,,VATIC,,TEM,15-03-13,18:22:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2540,,D0022,,ISLTX,N01,PR,19-03-13,O,,SALE,,VATIC,,TEM,19-03-13,13:25:20,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2542,,K0012,,ISLTX,N01,PR,19-03-13,O,,SALE,,VATIC,,TEM,19-03-13,15:55:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2543,,M0031,,ISLTX,M01,,19-03-13,O,,SALE,,VATIC,,TEM,19-03-13,15:56:09,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2547,,H0035,,ISLTX,M01,H1,19-03-13,O,,SALE,,VATIC,,TEM,19-03-13,16:04:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,13.000,0.000,0.00,,,113.80,,1479.40,1479.40,TIC/2553,,D0017,,ISLTX,N01,PR,19-03-13,O,,SALE,,VATIC,,TEM,19-03-13,19:19:57,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2501,,V0012,,ISLTX,N01,PR,20-03-13,O,,SALE,,VATIC,,TEM,15-03-13,18:17:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2503,,B0018,,ISLTX,N01,PR,22-03-13,O,,SALE,,VATIC,,TEM,15-03-13,18:21:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2539,,N0007,,ISLTX,N01,CT,22-03-13,O,,SALE,,VATIC,,TEM,21-03-13,10:13:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2537,,R0019,,ISLTX,N01,,23-03-13,O,,SALE,,VATIC,,TEM,19-03-13,17:48:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2369,,N0009,,ISLTX,D02,PR,24-03-13,O,,SALE,,VATIC,,TEM,24-03-13,12:38:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2594,,D0022,,ISLTX,N01,PR,24-03-13,O,,SALE,,VATIC,,TEM,24-03-13,13:05:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2596,,J0009,,ISLTX,,,24-03-13,O,,SALE,,VATIC,,TEM,24-03-13,13:41:19,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2599,,H0028,,ISLTX,N01,PR,24-03-13,O,,SALE,,VATIC,,TEM,24-03-13,13:44:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2601,,P0009,,ISLTX,D02,PR,24-03-13,O,,SALE,,VATIC,,TEM,25-03-13,13:52:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/2607,,N0007,,ISLTX,N01,CT,24-03-13,O,,SALE,,VATIC,,TEM,28-03-13,18:13:44,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2625,,H0035,,ISLTX,M01,H1,25-03-13,O,,SALE,,VATIC,,TEM,25-03-13,11:57:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2633,,J0010,,ISLTX,N01,ST,27-03-13,O,,SALE,,VATIC,,TEM,27-03-13,10:48:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2554,,J0014,,ISLTX,N01,PR,28-03-13,O,,SALE,,VATIC,,TEM,20-03-13,09:17:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2635,,M0022,,ISLTX,N01,ST,28-03-13,O,,SALE,,VATIC,,TEM,27-03-13,19:09:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2636,,T0006,,ISLTX,N01,PR,28-03-13,O,,SALE,,VATIC,,TEM,27-03-13,19:09:41,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2637,,B0004,,ISLTX,N01,PR,28-03-13,O,,SALE,,VATIC,,TEM,27-03-13,19:09:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2549,,J0010,,ISLTX,N01,ST,29-03-13,O,,SALE,,VATIC,,TEM,20-03-13,09:17:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2557,,T0006,,ISLTX,N01,PR,29-03-13,O,,SALE,,VATIC,,TEM,20-03-13,09:17:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2643,,F0009,,ISLTX,M01,PR,29-03-13,O,,SALE,,VATIC,,TEM,28-03-13,18:12:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2661,,D0022,,ISLTX,N01,PR,29-03-13,O,,SALE,,VATIC,,TEM,29-03-13,18:20:13,,,,,,,
